race,sex,sl,yc,h_cm,hw_k,es,y
A,M,Y,Y,175.8,294.6,83.2,0
W,M,N,Y,177.9,194.1,86.7,1
B,M,N,Y,172.3,117.7,89.6,1
A,M,Y,Y,180.5,333.5,84.0,0
W,M,N,Y,183.3,212.6,89.7,1
W,F,N,N,155.3,230.7,84.2,0
W,M,N,Y,194.7,222.3,89.4,1
A,M,Y,Y,193.7,327.6,87.4,1
A,F,Y,N,163.1,278.2,83.3,0
W,M,N,Y,169.6,139.4,87.5,1
W,F,N,N,152.1,268.5,83.7,0
W,F,N,N,150.7,169.1,86.2,1
W,M,N,Y,197.2,200.7,88.0,1
B,F,N,N,160.8,62.8,88.1,1
B,F,N,N,167.6,57.9,87.8,1
W,F,N,N,151.1,157.0,89.3,1
B,M,N,Y,197.1,68.6,84.1,0
A,M,Y,Y,187.8,302.3,84.4,0
B,M,N,Y,176.3,110.5,90.0,1
A,F,Y,N,161.9,328.3,89.0,1
B,F,N,N,160.2,113.1,82.1,0
W,F,N,N,162.3,238.0,81.5,0
B,M,N,Y,182.5,96.0,87.9,1
A,M,Y,Y,192.0,306.1,81.1,0
B,M,N,Y,197.8,71.7,86.4,1
A,F,Y,N,152.6,309.3,89.3,1
A,F,Y,N,164.5,333.2,81.9,0
A,F,Y,N,158.7,315.9,83.5,0
A,F,Y,N,157.5,349.7,80.7,0
W,F,N,N,159.3,173.0,88.9,1
A,M,Y,Y,177.0,326.0,87.5,1
W,F,N,N,155.2,263.6,81.0,0
W,M,N,Y,182.7,179.3,82.7,0
W,F,N,N,158.8,221.2,85.8,1
A,M,Y,Y,189.3,280.8,89.3,1
A,M,Y,Y,197.3,308.3,80.2,0
B,M,N,Y,171.7,122.1,86.3,1
A,M,Y,Y,174.1,346.1,84.5,0
B,F,N,N,163.6,116.2,84.0,0
B,M,N,Y,197.0,111.5,82.3,0
A,M,Y,Y,192.2,324.1,81.2,0
W,M,N,Y,197.8,197.6,88.3,1
B,F,N,N,165.3,78.7,86.0,1
A,F,Y,N,165.1,334.9,88.7,1
B,F,N,N,158.1,99.1,80.5,0
B,F,N,N,163.1,99.1,80.9,0
B,F,N,N,159.5,75.9,83.9,0
A,M,Y,Y,194.6,279.8,82.0,0
W,F,N,N,167.3,210.5,90.0,1
B,M,N,Y,187.2,106.0,87.2,1
W,M,N,Y,176.9,204.3,80.2,0
A,M,Y,Y,187.6,342.2,81.7,0
B,M,N,Y,174.1,93.6,83.4,0
B,M,N,Y,178.6,123.0,87.4,1
B,F,N,N,166.4,108.6,88.3,1
A,M,Y,Y,192.7,275.4,85.5,1
W,M,N,Y,195.1,163.4,87.5,1
B,F,N,N,163.6,76.7,86.7,1
B,M,N,Y,182.2,114.2,89.3,1
W,F,N,N,166.7,136.9,90.0,1
A,M,Y,Y,188.5,302.2,88.0,1
W,M,N,Y,174.2,146.5,90.0,1
A,F,Y,N,160.0,309.9,85.9,1
B,F,N,N,157.0,52.0,85.0,1
A,M,Y,Y,184.3,327.1,83.2,0
A,F,Y,N,168.1,281.5,85.0,1
A,F,Y,N,157.2,324.4,89.5,1
B,F,N,N,153.1,91.7,86.3,1
A,F,Y,N,150.6,291.9,89.0,1
A,F,Y,N,155.5,293.3,80.2,0
B,M,N,Y,171.7,73.1,89.7,1
B,F,N,N,160.8,90.1,86.4,1
A,M,Y,Y,182.2,306.1,88.6,1
B,F,N,N,157.2,104.4,80.1,0
B,M,N,Y,196.2,51.6,82.1,0
W,F,N,N,153.9,199.8,85.8,1
W,F,N,N,151.6,195.6,89.6,1
A,F,Y,N,156.5,319.1,86.2,1
W,M,N,Y,174.0,142.3,84.6,0
W,F,N,N,164.4,237.0,89.5,1
B,M,N,Y,193.0,119.4,82.6,0
W,M,N,Y,175.9,239.7,86.2,1
A,M,Y,Y,174.8,285.8,87.4,1
B,F,N,N,168.2,113.9,88.0,1
W,F,N,N,151.8,201.8,83.2,0
B,F,N,N,164.4,87.5,89.1,1
B,F,N,N,164.6,99.9,88.9,1
A,M,Y,Y,195.7,279.2,85.0,1
W,M,N,Y,187.2,174.9,89.8,1
B,M,N,Y,199.5,86.8,86.8,1
B,M,N,Y,189.5,67.8,87.3,1
B,M,N,Y,176.3,60.2,89.1,1
W,F,N,N,161.3,154.1,87.8,1
A,M,Y,Y,173.1,309.7,88.9,1
B,F,N,N,153.7,58.5,86.7,1
W,F,N,N,154.2,145.6,86.2,1
A,F,Y,N,155.8,292.5,81.8,0
A,M,Y,Y,197.7,289.5,80.3,0
A,F,Y,N,158.9,282.2,88.5,1
A,F,Y,N,153.8,307.8,82.2,0
W,F,N,N,156.0,127.7,87.6,1
B,F,N,N,154.6,106.8,88.4,1
W,F,N,N,160.2,208.7,83.1,0
A,F,Y,N,153.1,319.2,85.6,1
W,F,N,N,150.3,159.2,83.5,0
A,M,Y,Y,185.6,348.3,83.6,0
W,M,N,Y,181.6,173.3,88.2,1
A,F,Y,N,156.6,343.7,89.2,1
B,F,N,N,167.6,118.3,81.0,0
W,M,N,Y,197.9,144.3,87.3,1
B,M,N,Y,178.0,93.5,87.8,1
W,F,N,N,158.9,145.8,86.0,1
W,F,N,N,166.7,258.3,88.6,1
B,F,N,N,158.6,76.0,82.9,0
A,F,Y,N,161.9,318.8,82.5,0
B,F,N,N,165.2,69.4,86.9,1
B,F,N,N,158.6,51.2,85.8,1
W,F,N,N,150.7,260.3,83.3,0
W,M,N,Y,186.7,150.0,85.5,1
W,F,N,N,165.8,167.6,86.3,1
A,F,Y,N,159.2,283.3,89.7,1
A,M,Y,Y,186.0,346.8,89.2,1
W,F,N,N,157.6,231.9,84.1,0
B,M,N,Y,194.9,55.8,86.1,1
A,M,Y,Y,175.9,316.5,83.1,0
W,M,N,Y,179.1,153.3,80.3,0
A,M,Y,Y,182.0,321.3,81.2,0
B,F,N,N,163.7,101.2,83.5,0
W,F,N,N,152.3,126.2,82.6,0
B,F,N,N,163.3,92.4,88.6,1
B,F,N,N,154.6,84.8,85.3,1
W,F,N,N,150.9,199.1,83.4,0
A,M,Y,Y,193.9,320.5,84.0,0
A,F,Y,N,154.9,340.6,82.7,0
B,F,N,N,157.2,120.7,84.8,0
B,M,N,Y,197.3,88.5,84.1,0
B,M,N,Y,189.9,90.5,82.7,0
B,M,N,Y,181.0,112.2,89.2,1
A,F,Y,N,152.8,314.2,89.4,1
A,M,Y,Y,198.9,303.7,80.4,0
B,M,N,Y,189.2,86.6,81.5,0
A,F,Y,N,164.8,349.7,80.4,0
B,M,N,Y,186.6,115.7,81.2,0
B,M,N,Y,177.1,51.4,87.6,1
B,F,N,N,150.5,68.3,83.2,0
W,F,N,N,159.0,226.9,81.0,0
B,F,N,N,167.6,53.9,86.2,1
B,M,N,Y,177.9,87.5,83.0,0
B,F,N,N,166.1,77.8,80.7,0
W,F,N,N,153.6,158.4,81.5,0
B,F,N,N,159.7,69.6,82.6,0
A,F,Y,N,156.9,320.6,88.6,1
B,F,N,N,152.6,52.7,80.8,0
B,M,N,Y,182.9,106.8,81.8,0
B,M,N,Y,183.9,88.6,83.7,0
W,M,N,Y,199.1,222.8,88.4,1
W,F,N,N,156.3,250.9,81.1,0
A,F,Y,N,154.1,289.1,88.8,1
B,F,N,N,167.2,110.4,82.7,0
W,M,N,Y,189.3,139.5,84.9,0
W,M,N,Y,199.7,210.4,86.1,1
A,F,Y,N,151.7,278.7,89.8,1
W,M,N,Y,196.3,164.0,83.3,0
B,F,N,N,151.7,69.0,88.1,1
B,F,N,N,166.5,73.9,81.4,0
W,M,N,Y,180.0,140.0,80.6,0
A,F,Y,N,164.5,304.8,87.9,1
A,M,Y,Y,182.1,300.1,88.1,1
B,F,N,N,165.7,117.5,82.9,0
W,F,N,N,163.5,219.5,87.1,1
A,M,Y,Y,184.2,304.5,86.9,1
B,M,N,Y,185.7,64.1,85.6,1
B,M,N,Y,182.6,110.3,86.9,1
W,M,N,Y,195.7,170.1,86.0,1
B,M,N,Y,183.4,61.7,84.6,0
W,M,N,Y,197.4,182.7,88.7,1
A,F,Y,N,153.3,297.9,80.6,0
W,M,N,Y,189.8,177.0,86.1,1
B,M,N,Y,188.0,69.6,89.1,1
B,F,N,N,152.4,87.2,86.8,1
W,F,N,N,166.0,210.6,82.1,0
A,F,Y,N,157.0,293.9,82.7,0
W,F,N,N,166.3,273.5,84.0,0
B,F,N,N,158.5,80.1,81.4,0
B,M,N,Y,176.8,98.6,82.0,0
B,M,N,Y,174.3,51.0,89.7,1
A,F,Y,N,157.5,286.9,82.4,0
W,M,N,Y,169.0,161.1,88.4,1
A,M,Y,Y,173.3,349.9,84.4,0
A,M,Y,Y,192.1,329.5,85.6,1
B,M,N,Y,170.3,59.7,82.6,0
A,M,Y,Y,188.0,311.9,89.9,1
B,F,N,N,162.3,122.5,89.3,1
A,M,Y,Y,185.1,343.5,88.3,1
W,F,N,N,154.3,164.8,87.0,1
B,M,N,Y,192.5,97.0,81.7,0
W,M,N,Y,170.4,188.9,87.7,1
A,F,Y,N,159.0,335.5,81.3,0
A,F,Y,N,157.6,295.9,89.0,1
W,M,N,Y,184.8,228.5,83.5,0
W,F,N,N,152.1,139.7,83.9,0
W,F,N,N,151.5,212.7,80.7,0
W,F,N,N,166.3,171.3,81.2,0
W,M,N,Y,171.1,255.4,83.2,0
B,F,N,N,154.7,83.1,87.6,1
A,F,Y,N,153.0,343.0,82.8,0
A,F,Y,N,155.6,294.7,84.1,0
W,M,N,Y,172.6,219.4,84.1,0
A,M,Y,Y,183.2,348.0,86.2,1
B,F,N,N,157.9,99.9,86.8,1
A,F,Y,N,155.5,287.6,84.9,0
A,M,Y,Y,177.0,307.1,89.4,1
B,M,N,Y,170.8,76.8,82.0,0
B,F,N,N,159.2,102.7,84.4,0
W,F,N,N,158.7,211.5,80.8,0
W,F,N,N,158.0,212.8,82.3,0
A,M,Y,Y,188.6,307.4,80.3,0
B,M,N,Y,189.8,68.1,80.0,0
B,M,N,Y,177.9,108.7,87.4,1
A,M,Y,Y,188.7,295.3,84.4,0
W,M,N,Y,181.2,243.6,81.1,0
A,M,Y,Y,186.9,313.8,87.4,1
A,F,Y,N,166.4,345.6,88.2,1
A,M,Y,Y,169.1,285.9,86.7,1
W,M,N,Y,176.7,247.7,81.7,0
A,F,Y,N,155.7,300.3,89.2,1
B,M,N,Y,169.5,77.1,80.0,0
A,M,Y,Y,199.5,335.4,89.9,1
A,F,Y,N,155.2,348.4,81.2,0
A,F,Y,N,158.2,341.9,85.5,1
A,M,Y,Y,176.2,336.8,85.3,1
A,F,Y,N,151.1,292.1,85.9,1
A,F,Y,N,156.1,332.8,83.9,0
B,M,N,Y,176.7,87.2,87.7,1
B,F,N,N,166.2,85.7,86.8,1
W,F,N,N,163.5,144.3,89.6,1
W,M,N,Y,184.4,178.5,84.5,0
W,M,N,Y,188.1,248.3,82.1,0
W,M,N,Y,190.4,132.6,80.2,0
A,M,Y,Y,192.0,308.7,85.3,1
B,F,N,N,156.0,87.6,80.5,0
W,M,N,Y,188.4,184.9,84.3,0
A,M,Y,Y,185.0,323.5,84.2,0
B,F,N,N,161.1,57.8,81.1,0
W,M,N,Y,194.1,199.6,81.4,0
W,M,N,Y,191.2,185.8,80.4,0
A,M,Y,Y,189.7,326.8,83.9,0
A,F,Y,N,166.7,330.7,82.8,0
A,M,Y,Y,194.6,330.4,86.9,1
A,M,Y,Y,191.8,347.6,85.3,1
B,F,N,N,157.7,88.3,88.3,1
W,M,N,Y,199.3,236.5,81.4,0
B,F,N,N,165.8,77.0,80.7,0
A,M,Y,Y,168.6,335.8,88.3,1
W,M,N,Y,196.5,257.5,86.1,1
W,F,N,N,162.3,255.3,87.4,1
W,M,N,Y,173.3,261.3,82.1,0
B,F,N,N,155.8,86.2,80.6,0
A,F,Y,N,154.4,278.8,88.6,1
W,M,N,Y,179.3,151.6,86.2,1
W,M,N,Y,172.9,260.3,82.6,0
W,F,N,N,156.8,222.5,90.0,1
B,F,N,N,161.6,65.8,84.1,0
A,F,Y,N,160.1,275.4,89.4,1
B,M,N,Y,194.9,65.8,88.5,1
W,F,N,N,157.9,128.1,81.2,0
W,M,N,Y,172.7,272.7,85.4,1
A,F,Y,N,157.9,338.6,83.0,0
A,F,Y,N,153.5,296.7,80.3,0
A,F,Y,N,153.8,291.3,80.6,0
W,M,N,Y,170.8,156.8,80.2,0
W,F,N,N,159.9,174.7,83.9,0
A,M,Y,Y,172.3,275.7,85.1,1
W,M,N,Y,188.2,255.4,80.4,0
B,M,N,Y,171.2,69.6,87.8,1
W,M,N,Y,174.3,150.2,81.5,0
W,M,N,Y,184.5,215.2,88.9,1
B,M,N,Y,171.0,102.5,83.2,0
W,M,N,Y,185.9,179.9,80.2,0
B,F,N,N,156.2,76.7,87.9,1
W,F,N,N,160.9,261.9,86.1,1
W,F,N,N,167.7,141.0,83.2,0
A,M,Y,Y,181.4,308.9,86.3,1
B,M,N,Y,187.1,61.7,88.1,1
B,M,N,Y,176.0,96.6,88.7,1
A,F,Y,N,164.6,302.2,82.3,0
W,F,N,N,163.3,261.8,83.2,0
A,F,Y,N,152.1,341.4,82.3,0
A,M,Y,Y,186.5,322.8,82.6,0
A,M,Y,Y,170.6,347.9,86.4,1
W,M,N,Y,168.9,156.2,83.9,0
A,M,Y,Y,168.5,305.8,82.3,0
W,F,N,N,153.8,223.8,83.8,0
W,M,N,Y,199.6,222.6,89.1,1
W,F,N,N,158.4,208.9,80.5,0
A,F,Y,N,155.4,335.8,81.4,0
W,M,N,Y,170.7,204.1,87.0,1
A,F,Y,N,162.1,295.7,82.8,0
A,M,Y,Y,185.5,323.1,80.6,0
B,M,N,Y,199.8,58.2,86.4,1
B,M,N,Y,187.9,92.6,84.9,0
B,F,N,N,160.6,115.0,87.5,1
W,F,N,N,165.7,256.6,85.8,1
W,M,N,Y,190.8,217.4,88.0,1
W,M,N,Y,184.2,139.6,82.4,0
A,M,Y,Y,173.2,277.8,83.6,0
B,F,N,N,150.4,84.6,88.2,1
W,M,N,Y,191.3,257.3,83.5,0
W,M,N,Y,196.6,249.8,86.3,1
B,F,N,N,155.0,123.3,80.7,0
B,F,N,N,160.1,77.4,81.0,0
W,M,N,Y,194.8,210.8,87.9,1
W,M,N,Y,185.3,139.7,82.6,0
W,F,N,N,163.6,253.4,83.4,0
W,F,N,N,167.2,161.0,80.4,0
W,F,N,N,166.2,259.5,84.2,0
A,F,Y,N,150.8,328.6,86.3,1
B,M,N,Y,183.1,56.9,87.5,1
B,M,N,Y,180.8,121.5,85.8,1
W,F,N,N,165.0,190.3,80.4,0
A,M,Y,Y,180.8,308.4,86.0,1
B,F,N,N,158.9,114.7,80.5,0
W,F,N,N,159.8,142.7,84.3,0
B,M,N,Y,174.8,111.9,86.4,1
W,F,N,N,152.9,220.5,87.0,1
A,M,Y,Y,181.5,327.6,80.8,0
B,M,N,Y,191.0,97.9,83.3,0
W,F,N,N,166.5,214.9,80.8,0
W,M,N,Y,197.5,143.2,80.2,0
W,M,N,Y,180.9,136.1,84.0,0
A,M,Y,Y,172.5,276.1,88.0,1
W,F,N,N,158.6,243.7,89.6,1
A,F,Y,N,155.2,287.2,87.1,1
B,F,N,N,151.2,57.4,87.6,1
A,F,Y,N,155.7,324.2,82.8,0
A,M,Y,Y,194.4,292.7,82.1,0
W,F,N,N,151.5,159.2,80.4,0
A,F,Y,N,163.9,341.1,86.5,1
A,F,Y,N,157.9,317.7,85.0,1
A,F,Y,N,155.2,334.2,86.8,1
A,M,Y,Y,179.0,332.5,81.3,0
W,F,N,N,166.3,262.7,82.4,0
B,F,N,N,155.1,68.9,83.9,0
B,F,N,N,152.6,81.1,89.6,1
B,F,N,N,156.0,63.9,88.2,1
B,F,N,N,168.1,50.7,86.1,1
W,M,N,Y,183.4,169.6,84.6,0
A,F,Y,N,156.5,346.9,81.3,0
A,M,Y,Y,172.8,284.3,85.7,1
B,F,N,N,154.5,124.3,85.4,1
W,F,N,N,156.9,249.3,88.4,1
B,M,N,Y,184.6,65.9,88.2,1
A,M,Y,Y,172.1,319.0,89.1,1
A,M,Y,Y,168.4,349.5,80.2,0
B,F,N,N,167.1,66.3,87.4,1
W,F,N,N,160.8,274.8,85.5,1
B,M,N,Y,181.3,123.8,86.3,1
B,M,N,Y,190.6,120.2,83.5,0
B,M,N,Y,191.6,64.0,89.6,1
W,M,N,Y,193.2,157.6,83.6,0
B,M,N,Y,191.8,87.6,82.5,0
A,F,Y,N,156.7,294.9,85.1,1
B,F,N,N,166.9,99.9,84.2,0
B,F,N,N,159.5,75.2,89.3,1
W,F,N,N,163.5,254.6,84.3,0
A,M,Y,Y,176.3,280.0,86.7,1
A,F,Y,N,158.5,309.6,89.2,1
B,F,N,N,162.6,60.8,89.5,1
A,M,Y,Y,190.6,297.2,80.4,0
A,M,Y,Y,187.3,298.4,89.8,1
W,M,N,Y,170.5,265.3,86.2,1
B,M,N,Y,175.2,72.3,86.8,1
B,F,N,N,162.8,88.2,86.8,1
W,F,N,N,160.8,147.2,88.9,1
A,M,Y,Y,183.9,325.1,83.9,0
A,M,Y,Y,187.3,275.6,83.0,0
W,M,N,Y,193.8,251.8,89.8,1
A,F,Y,N,152.8,305.6,88.3,1
B,M,N,Y,180.4,61.0,85.3,1
A,M,Y,Y,183.2,322.7,89.8,1
W,M,N,Y,188.8,172.9,85.7,1
A,F,Y,N,151.7,305.3,88.9,1
W,M,N,Y,196.4,269.7,81.4,0
W,M,N,Y,193.2,178.3,89.2,1
W,M,N,Y,199.9,218.9,80.3,0
B,F,N,N,151.0,85.7,86.3,1
W,F,N,N,162.3,238.5,88.3,1
A,F,Y,N,160.1,287.1,84.2,0
B,F,N,N,151.3,82.5,82.7,0
B,F,N,N,157.2,103.2,88.8,1
B,M,N,Y,194.1,55.0,82.2,0
B,F,N,N,166.1,61.1,88.3,1
B,M,N,Y,172.9,77.6,86.7,1
B,M,N,Y,173.6,76.3,83.1,0
A,F,Y,N,163.8,278.1,89.2,1
A,F,Y,N,159.6,288.4,83.7,0
B,F,N,N,155.3,77.0,84.8,0
B,M,N,Y,188.7,67.3,86.8,1
A,F,Y,N,164.2,289.6,88.1,1
W,M,N,Y,178.9,190.3,85.4,1
B,M,N,Y,189.5,52.0,87.8,1
B,M,N,Y,173.2,117.3,85.3,1
W,M,N,Y,189.6,217.6,81.1,0
W,F,N,N,158.8,240.8,84.5,0
W,F,N,N,159.7,181.1,85.4,1
W,F,N,N,165.2,138.0,87.6,1
W,M,N,Y,193.4,237.4,80.8,0
W,F,N,N,151.1,196.3,83.3,0
B,F,N,N,166.7,96.8,89.1,1
W,F,N,N,161.8,202.1,83.5,0
W,F,N,N,164.9,157.2,89.1,1
W,M,N,Y,169.8,155.0,83.6,0
W,M,N,Y,193.6,227.1,85.8,1
A,F,Y,N,158.7,277.3,89.4,1
W,M,N,Y,175.8,133.2,84.9,0
W,M,N,Y,189.3,137.5,87.4,1
A,M,Y,Y,192.2,319.2,83.8,0
B,F,N,N,159.7,87.2,87.6,1
B,M,N,Y,173.3,63.7,86.9,1
A,F,Y,N,167.9,280.9,89.3,1
A,M,Y,Y,183.8,279.7,83.7,0
W,M,N,Y,188.1,226.8,84.9,0
B,F,N,N,160.1,68.6,82.4,0
A,F,Y,N,158.0,348.8,80.8,0
B,M,N,Y,185.7,109.4,85.9,1
B,M,N,Y,197.7,86.4,82.2,0
A,M,Y,Y,175.4,309.1,85.6,1
B,M,N,Y,197.2,67.2,80.0,0
W,M,N,Y,180.8,169.9,80.9,0
W,M,N,Y,199.7,215.4,80.2,0
B,F,N,N,162.7,118.6,86.4,1
B,F,N,N,150.1,106.0,82.7,0
W,M,N,Y,168.7,235.7,86.7,1
B,M,N,Y,170.1,93.8,82.1,0
B,F,N,N,163.9,94.1,87.6,1
W,M,N,Y,191.1,186.2,86.3,1
A,M,Y,Y,170.9,312.8,81.1,0
W,M,N,Y,181.6,256.0,89.9,1
A,M,Y,Y,190.4,325.8,89.7,1
A,M,Y,Y,176.4,283.1,80.0,0
B,F,N,N,152.9,66.5,83.7,0
A,M,Y,Y,195.0,305.2,89.0,1
A,F,Y,N,166.8,275.4,82.2,0
W,F,N,N,167.4,219.3,81.7,0
W,F,N,N,167.5,252.1,86.8,1
B,F,N,N,150.9,71.4,82.9,0
B,F,N,N,154.7,52.3,85.7,1
A,F,Y,N,163.8,298.4,87.3,1
B,F,N,N,154.5,116.3,80.6,0
A,F,Y,N,154.1,325.6,83.3,0
A,M,Y,Y,175.6,305.4,81.8,0
W,F,N,N,165.0,128.1,86.4,1
A,F,Y,N,153.7,288.3,80.8,0
A,M,Y,Y,195.6,281.5,81.0,0
A,F,Y,N,153.9,303.5,82.6,0
A,M,Y,Y,199.6,331.8,80.7,0
A,F,Y,N,160.6,319.4,87.9,1
B,M,N,Y,173.8,71.1,81.3,0
A,M,Y,Y,192.0,308.5,87.0,1
W,F,N,N,166.2,261.1,89.0,1
A,F,Y,N,159.3,280.5,84.5,0
W,F,N,N,155.6,128.8,87.2,1
B,F,N,N,159.3,114.5,86.8,1
W,M,N,Y,176.9,244.5,82.7,0
A,F,Y,N,160.2,313.3,81.6,0
B,F,N,N,153.5,55.5,84.2,0
A,M,Y,Y,192.5,323.3,80.4,0
B,F,N,N,155.0,66.6,84.8,0
B,M,N,Y,193.1,112.7,85.7,1
A,M,Y,Y,186.8,303.7,86.4,1
A,M,Y,Y,180.3,307.9,85.1,1
A,F,Y,N,161.7,286.0,88.7,1
B,M,N,Y,196.0,99.3,88.9,1
B,M,N,Y,196.4,80.5,86.1,1
W,F,N,N,165.2,255.4,84.0,0
B,F,N,N,151.4,85.0,82.7,0
W,F,N,N,167.1,215.9,88.9,1
B,M,N,Y,188.8,87.5,87.7,1
B,F,N,N,155.7,52.3,88.6,1
W,F,N,N,158.9,173.5,84.6,0
A,F,Y,N,166.0,334.0,81.1,0
A,F,Y,N,156.3,328.5,83.1,0
W,M,N,Y,178.7,192.7,89.8,1
W,M,N,Y,174.0,219.4,89.6,1
A,M,Y,Y,199.2,308.2,88.3,1
W,M,N,Y,194.1,173.8,88.7,1
B,F,N,N,153.4,63.9,85.6,1
B,F,N,N,151.4,63.2,81.5,0
B,F,N,N,154.8,104.3,86.7,1
A,M,Y,Y,180.5,348.8,86.1,1
W,F,N,N,162.7,223.8,87.3,1
W,M,N,Y,183.3,227.8,80.7,0
B,F,N,N,164.9,99.3,82.9,0
W,M,N,Y,186.4,198.8,87.5,1
A,F,Y,N,166.6,286.1,86.3,1
W,F,N,N,150.8,221.6,89.1,1
A,M,Y,Y,183.8,293.7,81.4,0
W,M,N,Y,182.9,182.1,88.1,1
B,F,N,N,155.5,73.0,86.2,1
W,M,N,Y,176.1,264.5,81.8,0
B,F,N,N,159.3,89.8,89.5,1
B,M,N,Y,189.9,121.3,89.1,1
W,M,N,Y,173.5,184.0,84.5,0
A,M,Y,Y,182.7,345.3,86.4,1
B,M,N,Y,178.0,118.8,88.6,1
B,F,N,N,160.5,124.4,88.5,1
B,F,N,N,162.6,54.9,88.7,1
W,F,N,N,167.3,125.2,83.8,0
B,F,N,N,153.8,102.4,82.2,0
B,M,N,Y,197.3,104.6,82.4,0
W,F,N,N,166.7,137.8,80.1,0
B,F,N,N,161.7,113.6,83.8,0
B,M,N,Y,170.5,94.1,85.5,1
A,M,Y,Y,190.3,284.0,85.1,1
B,F,N,N,162.9,81.1,87.7,1
W,F,N,N,151.5,219.2,81.1,0
W,F,N,N,166.2,204.5,83.7,0
A,M,Y,Y,171.9,287.2,84.6,0
W,M,N,Y,199.0,168.3,86.6,1
A,F,Y,N,161.8,336.1,88.6,1
A,F,Y,N,165.9,324.6,83.7,0
A,M,Y,Y,187.1,275.4,89.7,1
W,M,N,Y,185.6,189.0,85.1,1
B,M,N,Y,169.2,80.3,85.3,1
W,M,N,Y,170.5,132.3,82.6,0
A,F,Y,N,160.3,327.4,89.5,1
W,M,N,Y,178.9,155.4,88.8,1
W,F,N,N,166.1,166.1,81.0,0
B,F,N,N,158.2,52.1,89.3,1
W,M,N,Y,180.7,224.3,82.7,0
B,F,N,N,168.0,99.7,82.9,0
A,F,Y,N,154.8,282.9,87.9,1
B,F,N,N,153.8,78.6,82.7,0
A,F,Y,N,158.4,321.6,82.8,0
W,M,N,Y,172.3,267.3,86.3,1
A,M,Y,Y,186.4,337.7,86.6,1
B,M,N,Y,196.3,74.6,80.4,0
W,F,N,N,160.8,265.4,82.9,0
W,M,N,Y,178.3,184.6,84.4,0
A,M,Y,Y,196.3,312.0,83.8,0
B,F,N,N,162.2,123.4,82.8,0
B,F,N,N,155.4,68.9,87.9,1
W,M,N,Y,184.4,136.7,83.8,0
B,F,N,N,152.6,107.8,88.4,1
B,M,N,Y,169.9,77.3,82.2,0
A,M,Y,Y,187.1,300.2,81.2,0
B,F,N,N,167.8,69.5,81.4,0
B,F,N,N,156.9,86.7,87.6,1
W,M,N,Y,171.4,238.2,80.4,0
B,M,N,Y,185.3,86.5,88.6,1
W,M,N,Y,197.2,217.9,88.9,1
B,F,N,N,159.2,108.8,84.4,0
W,M,N,Y,196.5,273.6,84.8,0
W,M,N,Y,184.5,198.4,81.0,0
W,F,N,N,155.9,152.6,88.5,1
A,F,Y,N,161.5,282.1,89.3,1
A,M,Y,Y,180.1,305.5,85.7,1
B,M,N,Y,187.5,109.1,85.5,1
W,M,N,Y,196.9,157.5,87.9,1
A,M,Y,Y,182.0,276.3,86.7,1
A,M,Y,Y,195.1,338.0,88.8,1
B,M,N,Y,186.5,90.2,88.7,1
B,M,N,Y,197.6,103.0,86.3,1
A,M,Y,Y,195.0,317.3,88.3,1
B,M,N,Y,182.9,51.0,85.9,1
B,F,N,N,162.4,69.6,88.8,1
B,M,N,Y,183.2,114.8,89.6,1
W,F,N,N,150.5,198.2,84.7,0
W,F,N,N,152.0,233.5,84.0,0
B,F,N,N,163.0,63.3,87.0,1
B,F,N,N,161.5,118.9,80.9,0
A,M,Y,Y,192.4,287.6,87.6,1
A,F,Y,N,159.9,288.7,87.8,1
W,M,N,Y,180.4,264.5,82.0,0
B,F,N,N,167.6,65.9,87.6,1
B,M,N,Y,171.6,81.5,81.0,0
A,F,Y,N,167.1,321.3,82.8,0
A,M,Y,Y,168.9,316.7,85.4,1
B,M,N,Y,173.9,124.4,82.2,0
B,F,N,N,159.2,116.9,88.1,1
A,F,Y,N,154.3,316.5,89.3,1
B,F,N,N,154.3,53.7,86.2,1
W,F,N,N,158.8,141.6,87.7,1
B,F,N,N,159.1,121.0,85.6,1
W,M,N,Y,174.8,261.7,86.8,1
W,F,N,N,160.7,191.7,80.5,0
B,F,N,N,153.3,96.9,83.0,0
A,F,Y,N,163.5,335.3,85.7,1
W,M,N,Y,186.3,199.0,83.8,0
B,F,N,N,168.1,93.1,87.2,1
B,M,N,Y,172.5,66.7,85.9,1
W,M,N,Y,172.7,242.1,82.5,0
W,F,N,N,166.3,173.4,83.1,0
B,M,N,Y,190.3,111.9,84.0,0
B,M,N,Y,171.9,87.0,86.4,1
W,M,N,Y,176.7,185.4,82.0,0
B,F,N,N,154.1,52.0,84.1,0
A,F,Y,N,167.2,342.1,82.4,0
W,M,N,Y,180.4,256.9,88.8,1
A,F,Y,N,151.5,288.3,80.0,0
A,F,Y,N,153.1,318.4,80.5,0
A,F,Y,N,156.5,305.2,87.0,1
A,F,Y,N,157.1,301.1,86.9,1
B,M,N,Y,178.2,106.1,81.3,0
A,F,Y,N,165.0,344.9,87.0,1
B,M,N,Y,174.1,76.8,88.7,1
A,M,Y,Y,197.6,334.6,81.9,0
A,F,Y,N,167.7,278.1,87.0,1
A,F,Y,N,165.9,319.2,88.3,1
B,M,N,Y,182.0,53.1,89.3,1
A,F,Y,N,163.9,337.7,88.3,1
A,F,Y,N,151.4,326.8,85.1,1
